text,aggressiveness
@repgutierrez @maxinewaters @msnbc does dotard @potus know repeated lies abt puerto rico keeps donations or volunteers from going to help ?,0
"trump 's deepfelt empathy , compassion and commitment to help puerto rico in any and every way possible really comes https://t.co/gzst8xhdqc",1
# irma well inland and weakening . still cat . 2 winds of 105 mph moving north . next update 10:00 pm cdt . your updated https://t.co/pjlfb8unzo,0
"@repwalorski you voted against aid to the victims of hurricane harvey ? what a horrible , in - christian thing to do ! https://t.co/l2conyunbd",1
"# breaking : category 4 hurricane irma ' nudges ' slightly west , continues along florida 's west coast https://t.co/53byrn3dqo # wral",1
joe arpaio is good people . puerto rico brought this on themselves by being in debt . our president is a racist assh https://t.co/uqixvgsbmp,0
"find some great # harvey related resources from @fema , @texashhsc , and others at https://t.co/us7jwlbz59 . https://t.co/nes0przwjp",1
irma closings and delays https://t.co/qhmn0ouhpx,1
an update on # harvey and the problems the stuck # weather pattern may cause with it . # txwx # cph https://t.co/kkhxeoef8z,1
tornado watch to 2am cdt for tx & la for tornadoes see radar at https://t.co/hnlpnbqhed # wx # harvey # txwx # lawx https://t.co/e4nndclqpk,0
millions ordered to evacuate florida as irma crashes past cuba - npr https://t.co/wwp3x0dpmu # news,1
"scary stuff , praying for floridians safety https://t.co/rbppzbvtrf",1
# puertorico is 100 % without power after hurricane maria heres why that s a huge problem https://t.co/ddbjy8z66v,0
ap - hurricane irma regains category 4 strength with 130 mph ( 210 kph ) winds as it moves toward florida . https://t.co/633wycfefo,0
"@realdonaldtrump @potus needs to see what the @redcross is up to in houston hint , not good # wednesdaywisdom # harvey https://t.co/ykp74xpvu2",1
abortion clinic killed 15 babies in free abortions given to hurricane harvey victims @lifenewshq https://t.co/nk0iy25m1w,1
"hurricane irma day 1 : "" olivia , please do n't use the markers to color on your brother . "" # irmagherd",1
# nasa uses resources to help agencies provide hurricane harvey response . read more : https://t.co/pt4q9jfj1c,1
"# investment - # irma : damages could easily top $ 135 billion , with other economic losses pushing the price tag as hi https://t.co/yuzeltztnd",0
"while our ass wipe potus is tweeting at the nfl , people in puerto rico are drowning , suffering , dying ! ! he is a complete joke !",1
hurricane downgraded as it climbs through the center of florida and into georgia https://t.co/f1yltdmgms,0
red alert 2.0 : new android banking trojan for sale on hackingforums https://t.co/bvj0pcxmm6,1
"sanctuary cities are doing during houston flood . they 're creating rafts out of dead bodies . the wh is considering perhaps terminating """,0
"what a joke , trump is so unprepared for a disaster like irma .... wait , what ? ? ? https://t.co/quvalfgy9z",1
west houston residents return to homes after flood https://t.co/jn7ics7afg # kprc2 https://t.co/g81qcmeiw0,0
"( donation ) on behalf of # exolusa we donated our time , food , clothes and toiletries for hurricane harvey evacuees ! ! w https://t.co/6eb8o6k41m",1
the latest safility dutch telegraph daily ! https://t.co/ct8wvbrhno # hurricaneirma # hhb,1
"1 . @realdonaldtrump has claimed he is too busy to watch tv . 2 . he should be too busy to watch tv , us citizens are https://t.co/tay9egbgzi",0
"up thinking about all of my friends who are first responders , hospital staff , and firefighters today ... be safe , you 're all heroes # irma",0
"retweeted cnn ( @cnn ) : trump on the challenge of puerto rico relief : "" it 's on an island in the middle of the ... https://t.co/lbs5h0yjrs",1
@toddadkins for a split second i thought this was another satellite image of irma .... congrats !,1
""" alert : secret service issues horrifying warning about trumps safety "" https://t.co/n6t0yryccc",1
"remember when "" we "" bailed out airlines post-9/11 ? now they pay "" us "" back by price gouging during a hurricane . good times .",1
right like pompeii volcano hurricanes in 1100s 1200s 1800s 1900 galveston were all caused by climate change crap https://t.co/yamd1vt7my,1
hurricane irma : florida sheriff who threatened arrests at shelters is sued - orlando sentinel https://t.co/3u8qeebhsj,0
faith in action : religious organizations respond to flooding in texas after # hurricaneharvey https://t.co/5kiat7413p https://t.co/5mvwbs6gjy,0
reagindo ao live action de fullmetal alchemist ( full pistola warning ! ! ! ! ) https://t.co/rzteigwsfe via @youtube,1
"houston has n't seen much of # harvey yet , but that 's starting to change . a tornado hit . stay updated w @houstonchron https://t.co/wr9dfznl6g",1
who in the world shoot a hurricane ? this is sooo stupid ! https://t.co/yamtyf3krr,0
beyonce hugs hurricane harvey survivors & gives emotional speech in houston https://t.co/xl1hsm26xk https://t.co/bz6sptchkk,0
"https://t.co/ggymgrhn38 they wo n't break the saffir - simpson scale , but meltzer breaks his , what , four times in one year ?",1
fox extreme weather center : tracking # hurricane # irma https://t.co/gxa2lt7f24,0
"if you have been impacted by # hurricanemaria , @deptvetaffairs is here for you https://t.co/rdzx3fzhfu # veterans # mariapr",1
prosecute dog owners who abandoned tethered pets to drown in hurricane https://t.co/tg52ryiemt via @forcechange,1
extreme sleeper alert2018 dual threat qb @kedrickramsey 6'2 200lbs mobile with rifle arm . mid season senior film https://t.co/evptdzv9nu,1
wow ! @amahouston wo n't cancel marketing edge after hurricane harvey our pres @craiglund flies in to speak https://t.co/mcgbiu1kzd,0
the world needs a little more of this . our thoughts go to those affected by hurricane harvey . ... https://t.co/a3da1nodqj,0
baseball players from memorial high school have been helping a neighborhood in west houston clean up after the https://t.co/qsgcrxququ,0
"@realdonaldtrump days after hurricane maria puerto ricans still lack resources . while u golfed , u fucking asshole , they struggled . # impeach",1
"for all its raging destructive power , irma goes * poof ! * pretty quickly . https://t.co/bwxxtpqf59",0
why is n't donald trump sending aid to puerto rico ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? https://t.co/2t4mbg30ls,1
"uh not chilling on parking tickets but still collecting money into the "" harvey relief fund "" bye",1
@ampromoting me and my grandparents have donated a couple hundred for the houston hurricane relief,0
@parish_prezdent @jemelehill go to fox face off - remembering 9/11 .. it 's on youtube .. this conversation happen on live tv in houston texas,0
"support hurricane harvey evacuees , service providers by donating to the mayors hurricane relief fund https://t.co/5h2iene78t",0
donald trump as he was informed of mowgli 's passing : # september11 # bachelorinpardise # skol # whodat # irmahurricane https://t.co/xwleg7zr5d,0
pictures showing the devastation left by hurricane # maria on the island of dominica . # heartbroken,0
i liked a @youtube video https://t.co/sxnhjkbkt0 heroes of hurricane harvey,0
see st. thomas airport reopen after hurricane destruction https://t.co/hdzug2lmq2 # travel # explore,0
"flood advisory in effect in grady , kingfisher , logan , oklahoma and payne counties in ok until 230 pm # okwx https://t.co/yeeamiczuy",0
"mark your calendars for saturday , october 14th ! drag show fundraiser at @portbaroakland benefiting # puertorico https://t.co/lyby49cdub",0
"a month after hurricane harvey , what can the greater houston area expect from the local economy ? https://t.co/qnlumu7mp9",1
prosecute dog owners who abandoned tethered pets to drown in hurricane forcechange please sign https://t.co/s49wuqvqd4,0
it 's been a whirlwind for many over the past few weeks in texas . the devastation from hurricane https://t.co/jee0m4x6gs,1
@lear_shane @jacobtaber @redsteeze @ericbolinderlaw my ins premiums are paying for hurricane damage . i live in missouri .,0
the equivalent population of nebraska and idaho combined is without electricity and running water . https://t.co/u0r7s6ekbj,1
breaking : irma forcing mandatory evacuations in 2 new u.s. cities ! https://t.co/yp4vputxqr,0
aerial view of a hurricane https://t.co/1dzby1zco4 # hurricanemaria # huracanmaria,0
exactly this has nothing to do with race or anything else its for first responder 's for harvey victims .... bad person https://t.co/lulilldxaz,1
livingonchi : * live * 2hours # geoengineering .drdurnford 9/20/17 hurricane # maria & # fukushima meltdown updates https://t.co/hiqctyh27p,1
we are searching for a candidate to fill our sr . cost accountant position at our houston facility . apply today : https://t.co/jycsobfbkg,0
is it technolog . feasible to use a swarm of # drone to avert natural disasters like # harvey https://t.co/s6nba9on5r can # ai help ? @elonmusk,0
savannah murillo out by hurricane harvey https://t.co/pmnjoaur5u,0
"many thanks for educating us on where puerto rico is . we thought it was on the west side of ny , populated by sharks https://t.co/xjq7qhbkez",1
why is nt this video sent to local police # hurricaneirma https://t.co/cguja8bz6p,1
# higsec red cross asks for 50 ham radio operators to fly to puerto rico https://t.co/lpubdjaxmg,0
@bbcnews @skynews @itvnews @channel4news @bbcnewsnight have moved on to the next story & forgotten the victims . https://t.co/jcipoludf3,1
"president trump and melania mulling "" different options "" for personal donation to harvey relief https://t.co/rq2woacpsp",0
"rt kvue # foxaustin "" rt shawnc_kvue : need some uplifting during the stress of # harvey watch these boys from lufkin representing tx in # llws",0
christians outpace fema in aid to hurricane victims https://t.co/1ezkyeqfmy,1
@cnn obama hillary in charge of haiti so he is just as responsible for the thievery . stole from the poorest of the https://t.co/tby1oc9aof,1
"island of puerto rico ' destroyed ' by hurricane maria , officials say https://t.co/6ccg9yfru2",1
"this is my # president # trump pledges one million dollars to # harvey # texas relief , white house says https://t.co/xjivxzkifm",0
pro - abortion orgs raise money so hurricane harvey victims can get abortions the response is brutal https://t.co/zemcip4flh,0
"at least 22 killed in cuba after hurricane irma rips roofs , collapses buildings and flood coastline https://t.co/e4v4mrpe6c",0
miami mayor blasts trump for ignoring # climatechange https://t.co/y47qdearaa via @jackthelad1947,1
"that s what a devastating hurricane can do . i ca nt imagine a category 4s damage , but i lost my house once to a cat 2 .",0
join us in helping with hurricane relief efforts for our beloved caribbean islands . visit https://t.co/j1trhzvolg f https://t.co/y6hsjj0d0t,1
@oppenheimera @miamiherald hurricane irma is not the most powerful atlantic hurricane ever recorded . https://t.co/xkqokhkp38,1
mit is crowdsourcing hurricane flood maps in florida https://t.co/f7uvjypegg https://t.co/2foqwttxjo,1
