text,contempt
( al residents rn preparing for hurricane irma ) had to bring this back # nobread # nomilk https://t.co/t6elvlmoth,0
houston residents are being poisoned by the state and city 's lack of protective planning . https://t.co/k4s0xjv0ex,1
"@cbsnews please give the fear mongering up . hurricane irma is not a threat to floridians , let alone americans .",0
i added a video to a @youtube playlist https://t.co/n3jqpda4hy 9 - 22 - 17 puerto rico wind - solar - cellular structures destroyed -,1
welcome to hurricane season ... https://t.co/io9ir2yppb,0
powerful wind storm kills eight in romania https://t.co/moc41f5ls5 https://t.co/gbfc7fnqvx,0
"listen to stay , go ( go , stay ) by lrain https://t.co/bekyfkcay7 via @pitchfork @astronauticooo # lrain",0
puerto rico entirely without power as hurricane maria - where is the network tv fundraising effort ? https://t.co/dcq96qu5jd,1
back to high ground & out of the wind . power lines coming down and arching big time . # harvey that was scary ! https://t.co/wegsd3bltk,0
.@thejessicadrake is donating her sep. @fleshlight royalties to hurricane harvey relief fund ! you can also donate at https://t.co/jsn61fxkln,0
new video alert ! how to style a button down shirt in 4 different ways https://t.co/dziexjzbfr,1
are you kidding ? tell that to the people impacted by harvey ! hurricanes are no joke and they are not fake news ! smh ! https://t.co/yiicnhbrst,1
his mishandling of life - threatening crisis in puerto rico - while childishly focused on protesters- will accelerate downward spiral . @tcbgp,0
rt travelgov : continue to notify us of us citizens overseas impacted by # hurricaneirma & # hurricanejose . https://t.co/mooxe9nsha,0
# _ _ # irma # ryaninternationalschool kenyan fake witch doctors exposed by a cctv footage in mombasa ! https://t.co/6ppr7p8wzp,1
"puerto rico 's massive need for support and disaster relief > trump 's race - baiting , divisive trolling of the nfl",1
.@nhc_atlantic 4am advisory : # harvey made landfall ne of # corpuschristi fri night & will produce rainfall acc . of 1 https://t.co/01xhht28nh,0
"dave eggers : ' as the hurricane bore down , trump tweeted his excitement ' https://t.co/pzdswskzfw",1
interesting story about cloud seeding in texas this august . read it . * not a credible source * ( unsound argument ) https://t.co/dmban4pha2,0
"tyler perry gives $ 1 million to hurricane harvey relief including $ 250,000 to joel osteen 's church https://t.co/yiocqjnwhe",0
"it is so sad to see people abandoning their dogs in the hurricane , they also deserve to live # houstonfloods https://t.co/ibebhy0tu1",0
"pricans : we need food , water and medicine trump : here i come with paper towel ! donald # trump from 3 for the win ! ! https://t.co/wvpjzdlbww",0
trumps failed # golf course in # puertorico helped the island go # bankrupt https://t.co/ieyz1o4kn4 via @shareblue # mariahurricane # maria,1
"# royal sep 23 , 1940 - king george vi and queen elizabeth inspecting air - raid damage in central london during the bl https://t.co/zfprqbfuhk",1
awful . will you now abandon your insane plans for space tourism which threatens to wreak further atmospheric havoc ? https://t.co/uetp4d8iws,1
@suggs_scott remote ... and remember how # irma 5 - 7 days out how the models showed myrtle beach getting hit directly b https://t.co/qbho34eoa3,0
abc : key oil and gas facilities along the texas gulf coast temporarily shut down due to hurricane # harvey . https://t.co/kclfzufxzq,0
hurricane katia slams into mexico 's veracruz state - reuters https://t.co/hjxowwa5lf,1
stay safe @viclovesracing and all our other friends in the path of # irma .,1
you know it 's bad when this hurricane is covering 1/4 - 1/2 of texas https://t.co/g8c0bcsdvl,0
people are dying of thirst in puerto rico and wh says it may be another 3 weeks before they ask congress for pr aid .,1
yeah and gand central was destroyed thanks to the city https://t.co/cwgs7bj784,0
billionaire 's wine cellar keeps him safe amid irma https://t.co/gtfjxuxqc6,0
# wishtv watch live : hurricane irma made landfall on marco island as category 3 storm . read blog : https://t.co/8vrcnx2zdp,0
"rt grasswire "" a current look at power outages across south florida . liveblog : https://t.co/gzh3a52xjd https://t.co/ajabvkuf8v """,0
"@tedcruz this is my town after hurricane sandy . you remember , do n't you ? you voted against disaster relief for its victims # tedcruz # harvey",1
trump feuds with nfl as puerto rico begs for aid ! https://t.co/6owa6txzyt,1
@crazeemalvern @bpdffs my dogs are great - all 4 of them . we 're staying in a hotel room after hurricane harvey . # bpdchat # wspd17,0
@therickwilson @coserv_energy you are more than welcome @therickwilson . they got back from hurricane harvey restora https://t.co/mrcufhvqxh,0
heaven help s fla if they ever take a direct hit from a + cat 3 hurricane # inners,0
# latin # dating # marriage # dating in # miami # sucks up to # richard # olson click here https://t.co/788su7hf6p,1
wink hurricane authority : matt devitt wink weather and zach maloch wink weather answer your questions live abo https://t.co/tvjh4qaekl,1
monique harden of @dscej on the toxic chemicals and contaminants polluting # houston 's air and water post # harvey https://t.co/sfb01tn2dv,1
a lesson not in textbooks : 5th - graders help students in houston https://t.co/8slgokrppf via @ktvb,1
"# breaking news : fort bend county judge has issued mandatory evacuation for san bernard area , # harvey - @govabbott https://t.co/gb7zj0twnb",1
rt @saintheron : our own # solange will head back to her hometown of # houston as she joins the ( cont ) https://t.co/jxhoirufrz,0
.@itsssr & sara will be submerged in water for several hours a day as they shoot physically draining flood sequences https://t.co/mzogytaky8,1
' the winds are merciless ' : hurricane maria hits puerto rico after slamming dominica https://t.co/zmtkxcovkz news ca,0
.@shishmangrill giving from the at # hurricaneharvey # atx shelter amazing wraps ! thank you for your gift of food ! https://t.co/8xrdci1vzp,0
"trump needs to send the uss comfort to help , for starters . american citizens are going to start dying in # puertorico https://t.co/xmckpqlyj2",1
this is very very sad these people are humans too and need our help https://t.co/uyfoxixw6c,1
trump still has n't given a dime to hurricane harvey relief . https://t.co/4wej65n7of # theresistance # resist # impeachtrumpnow,1
mexican official says no children are trapped in quake - damaged school - wsj https://t.co/xyu5xfbnbm,1
@whirledpeas4u4 m yea i 'm good . down here in texas . barely missed hurricane harvey . how are u ?,0
# maria continues to lash the dominican republic and soak puerto rico . high surf arrives on u.s. coast this weekend https://t.co/hyfforupoi,1
stay safe @viclovesracing and all our other friends in the path of # irma .,0
"@realdonaldtrump @ronpaulcom when collecting rain water is illegal across america , you want us to respect this country and the flag ?",0
bad days are going to come - expect them and stand strong against them . the storm will pass ... https://t.co/mawukv7ezj,1
"hurricane irma update in orlando , damage and no power # hurricaneirma # hurricaneirmaaftermath https://t.co/lmmn9z29mt",0
hurricane irma begins to pummel florida keys as it moves toward the mainland https://t.co/idboc9ity9,0
# floods all over the # world caused by # filthy # fossilfuels + people # deny # climatechange # climatechangeisreal https://t.co/gqgpbfqsy6,1
@hqnigerianarmy @defenceinfong nigerian military should be seen in benue floods helping people . not sending armoure https://t.co/y7qj6xg3r4,1
"after days of no comment , he blames the victims . this presidency is becoming unreal . https://t.co/9porvzxagn",1
"uk gov saying they 'll evacuate all british nationals from british virgin islands and anguilla , obviously meaning all the white ppl",1
# houston rescue workers : @redcross and @fema were virtually nowhere to be seen during # harvey https://t.co/taekn8qrjy,0
"hatch draws on charlottesville , houston to urge unity in the senate # utah https://t.co/dhwy4wr7ko",1
highlands south of san juan . scattered lives under screen saver skies . # puertoriconeedshelpnow https://t.co/2agg32zegr,0
@tmobile utter disappointed with your service during and after # irma passed thru miami . could n't communicate anyone . post storm - same,1
"with 165 mph winds , cat . 5 hurricane maria is about 185 miles se of san juan , puerto rico . hundreds headed to shelt https://t.co/pekq8f3ygk",1
"so trump is requesting genocide on the brown puerto rico people , our fellow american citizens . https://t.co/xi3jkfjhk8",1
governor on tv everywhere telling everyone to be prepared to evacuate is bs tv shit that republicans eat up with no context in reality .,1
texas prisoners report they are facing horrid conditions after hurricane harvey : https://t.co/w5zyeaexgb,0
what is causing these massive hurricanes is the warming of the ocean and those ' leaders ' that deny climate change https://t.co/wsed8u7yez,1
it 's as if people are seeing hurricanes for the first damned time or something . https://t.co/xmxjtkbbee,0
my people are suffering man and all cheeto face can do is insult them .. praying for my family and friends out there https://t.co/tvvq4pkcqg,1
these hurricanes are gon na create devastating damages to the caribbean and florida,1
@nbcnews puerto rico is on the brink of a humanitarian crisis and this is what you 're putting out ! ? ! ? shame . https://t.co/dzy9jfmria,1
"rt cnn "" here 's what you should do once hurricane # irma arrives https://t.co/94w1puwxen https://t.co/u9qd88ahue """,0
"video of miniature horses wandering around portland , texas # hurricaneharvey # harvey https://t.co/bwsdshortb",0
@tromcmanus get those ots to work ... control that hurricane away from scientology real estate,0
hurricane irma : manmade storm targeting florida https://t.co/tpo5ss2oxm,0
president trump signs declaration marking sunday as a ' day of prayer ' for victims of hurricane harvey https://t.co/m95ie9ojuj,1
@realdonaldtrump puerto rico 's people desperately need rescuing asap&u r focused on nfl ? someone please find our potus !,0
"can we just do a human sacrifice , drop trump and his whole family in the middle of a hurricane to save us all ! ?",1
"if you live up near # lakemichigan , beware ! https://t.co/gcmnqy1sh9",1
"6 million told to flee as cat 5 hurricane irma nears florida : smashes into cuba . huge sadness , terrible news https://t.co/xwalvirayv",1
they 're calling # houston next big storm : # mosquitoes # fightthebite # mosquito # hurricane # harvey https://t.co/litxbydsdi,0
send help to our fellow americans in puerto rico ! https://t.co/ep1ygwobi1,0
".@salon @grist @jvm abandoning an endangered orca to the mercy of # irma is negligent , abusive & cruel - pls report ! https://t.co/krotzwqvec",0
"3 democrats , 2 republicans , 1 cause : 5 living former presidents stand together on harvey relief . kudos to all potus . https://t.co/pxk2iw0d5r",0
@toddpiro good morning but not for cuba . irma strengthens with landfall not weakens . @ffweekend @foxnews https://t.co/jpbvgo1mpk,0
